CustomerID,Recency,Frequency,Monetary,Cluster
12490,97.0,10,5417.93,1
12491,334.0,1,460.40000000000003,2
12492,154.0,2,263.21000000000004,0
12494,338.0,7,1246.1000000000001,2
12500,71.0,11,4257.82,1
12501,163.0,1,2169.39,0
12502,189.0,5,3723.87,1
12504,91.0,2,482.04999999999995,0
12507,157.0,3,1304.81,0
12508,61.0,2,398.27,0
12512,245.0,2,138.03,2
12516,5.0,2,1312.06,0
12517,30.0,5,2502.84,1
12518,1.0,5,2056.89,1
12519,154.0,1,340.84,0
12520,38.0,5,2634.26,1
12523,10.0,11,1789.77,1
12524,71.0,8,4485.72,1
12526,90.0,3,1316.66,0
12528,130.0,6,1933.48,1
12530,31.0,4,1662.28,0
12532,91.0,1,349.83000000000004,0
12534,337.0,1,1089.18,2
12535,93.0,2,716.35,0
12536,31.0,3,12601.830000000002,1
12538,61.0,1,363.95,0
12539,71.0,4,5568.35,1
12540,40.0,17,13400.24,1
12541,61.0,3,981.18,0
12544,275.0,1,372.7,2
12547,252.0,2,207.79999999999998,2
12552,334.0,2,437.82,2
12553,1.0,10,3692.28,1
12556,34.0,2,603.71,0
12557,40.0,5,11990.960000000001,1
12558,302.0,1,269.96,2
12559,312.0,2,561.71,2
12560,243.0,3,2134.01,0
12561,70.0,1,238.85,0
12562,217.0,7,3781.7400000000002,1
12567,127.0,10,9401.28,1
12569,1.0,32,4124.69,1
12571,64.0,2,519.61,0
12572,333.0,2,1020.42,2
12576,131.0,5,1315.83,0
12577,244.0,3,657.8,0
12580,160.0,1,415.7,0
12583,1.0,15,7281.38,1
12584,158.0,9,2338.15,1
12587,302.0,1,144.0,2
12589,30.0,2,646.68,0
12590,6.0,2,9864.26,1
12592,67.0,2,437.6,0
12593,220.0,3,418.09999999999997,0
12594,64.0,10,3338.2200000000003,1
12596,37.0,2,618.27,0
12597,96.0,4,3811.22,1
12598,30.0,8,3023.08,1
12599,34.0,7,1032.58,1
12600,30.0,10,2599.04,1
12601,40.0,5,577.0600000000001,0
12602,1.0,1,153.12,0
12607,62.0,1,1579.51,0
12609,188.0,3,1126.85,0
12610,217.0,5,2099.54,1
12614,161.0,1,315.6,0
12615,152.0,4,2291.19,1
12616,216.0,2,713.3,0
12617,61.0,1,355.53,0
12619,183.0,9,3641.24,1
12621,6.0,20,13689.67,1
12623,130.0,1,305.1,0
12625,6.0,2,2683.82,0
12626,184.0,9,6620.48,1
12627,184.0,7,4478.53,1
12628,183.0,3,786.46,0
12633,1.0,4,2163.98,1
12635,32.0,2,1689.18,0
12637,93.0,8,6021.9,1
12638,183.0,1,671.69,0
12643,40.0,6,3344.64,1
12644,306.0,1,477.91,2
12645,183.0,4,1775.18,0
12646,213.0,2,1346.97,0
12647,32.0,12,3722.82,1
12648,126.0,1,318.05,0
12649,36.0,3,623.51,0
12650,182.0,1,314.44,0
12651,101.0,1,114.0,0
12652,10.0,1,919.98,0
12654,303.0,5,601.98,2
12659,61.0,1,91.68,0
12662,90.0,11,3849.78,1
12664,1.0,9,4881.88,1
12667,1.0,1,620.13,0
12669,4.0,3,2744.0299999999997,1
12670,61.0,5,2996.05,1
12673,243.0,2,610.52,0
12674,93.0,4,1970.6,1
12676,125.0,6,1331.39,1
12678,219.0,12,17628.46,1
12679,1.0,4,1113.02,0
12680,32.0,4,862.81,0
12681,34.0,22,13787.54,1
12682,3.0,31,12288.22,1
12683,6.0,15,8476.57,1
12684,67.0,7,2283.63,1
12685,30.0,6,2863.08,1
12686,639.0,1,89.14,2
12689,247.0,2,1247.61,0
12691,1.0,6,1035.8,1
12693,6.0,4,855.91,0
12694,95.0,2,869.67,0
12695,245.0,4,582.1,0
12697,30.0,3,957.59,0
12700,128.0,4,4939.99,1
12701,37.0,2,797.71,0
12704,244.0,8,2340.84,1
12705,129.0,9,6868.29,1
12708,61.0,10,2712.91,1
12709,1.0,15,9736.52,1
12710,246.0,3,1149.02,0
12712,10.0,13,4396.13,1
12713,90.0,1,848.55,0
12716,182.0,2,1053.49,0
12717,34.0,2,1030.98,0
12719,215.0,2,644.95,0
12720,4.0,25,5781.73,1
12721,95.0,6,2656.13,1
12722,4.0,4,997.63,0
12723,182.0,5,725.07,0
12724,40.0,4,1031.41,0
12725,639.0,1,427.8,2
12726,30.0,7,2609.1,1
12727,216.0,7,3980.7,1
12728,40.0,4,836.33,0
12731,36.0,12,18895.91,1
12735,193.0,2,779.5699999999999,0
12736,40.0,1,234.0,0
12738,666.0,1,155.35,2
12739,335.0,2,1013.04,2
12740,154.0,1,427.6,0
12744,221.0,7,21279.29,1
12747,152.0,11,4196.01,1
12748,5.0,209,33719.73,1
12749,67.0,5,4090.88,1
12750,278.0,1,275.88,2
12753,100.0,6,21429.39,1
12754,161.0,3,3010.74,0
12755,252.0,2,3811.95,0
12757,5.0,13,7857.1,1
12758,130.0,2,2791.59,0
12759,99.0,3,1531.44,0
12762,302.0,2,1898.52,2
12763,578.0,2,494.08,2
12766,101.0,7,6989.63,1
12772,31.0,1,892.47,0
12775,280.0,5,1386.04,0
12778,96.0,6,822.23,0
12779,221.0,8,3981.36,1
12781,154.0,2,826.74,0
12782,213.0,5,2330.92,1
12783,152.0,6,2225.91,1
12785,425.0,1,311.95,2
12787,93.0,3,463.66,0
12789,215.0,1,91.85,2
12791,698.0,1,192.60000000000002,2
12793,101.0,2,545.48,0
12794,305.0,2,860.41,2
12797,455.0,1,254.03,2
12802,188.0,1,427.58,0
12808,127.0,3,483.65000000000003,0
12816,216.0,2,572.2,0
12817,283.0,1,166.04,2
12820,182.0,4,942.34,0
12821,97.0,1,92.72,0
12823,246.0,5,1759.5,1
12824,31.0,1,397.12,0
12826,61.0,7,1474.72,1
12827,153.0,3,430.15000000000003,0
12828,152.0,6,1018.71,0
12829,163.0,2,293.0,0
12830,93.0,6,6814.64,1
12832,153.0,2,383.03,0
12834,311.0,1,312.38,2
12836,31.0,4,2612.86,1
12838,183.0,2,683.13,0
12839,96.0,14,5591.42,1
12840,66.0,4,2726.77,1
12841,5.0,25,4022.35,1
12842,253.0,2,1118.99,0
12843,67.0,8,1702.26,1
12844,61.0,2,325.96000000000004,0
12849,122.0,2,1050.8899999999999,0
12851,246.0,1,135.18,2
12854,7.0,3,1324.5,0
12855,667.0,1,38.1,2
12856,30.0,6,2179.93,1
12857,70.0,2,1106.4,0
12865,125.0,2,1568.23,0
12866,342.0,1,559.12,2
12867,97.0,7,4036.82,1
12868,10.0,6,1607.0600000000002,1
12872,455.0,2,599.97,2
12873,311.0,1,374.0,2
12875,364.0,2,343.2300000000001,2
12877,156.0,12,1535.77,1
12879,93.0,3,573.22,0
12881,99.0,1,298.0,0
12882,183.0,2,1463.04,0
12883,32.0,4,703.47,0
12884,2.0,1,309.05,0
12885,125.0,3,1175.22,0
12886,250.0,2,1378.4,0
12888,97.0,2,354.12,0
12891,158.0,3,331.0,0
12893,91.0,1,188.14,0
12897,39.0,2,216.5,0
12901,36.0,28,17654.54,1
12910,7.0,8,3075.04,1
12912,152.0,5,1662.3,1
12913,39.0,5,2483.63,1
12915,667.0,2,363.65,2
12917,278.0,1,594.0,2
12919,3.0,6,1335.19,1
12921,36.0,37,16587.09,1
12922,338.0,1,405.38,2
12923,184.0,1,176.97,0
12924,2.0,4,933.7,0
12925,213.0,2,694.05,0
12928,7.0,5,2062.7000000000003,1
12929,343.0,1,117.85,2
12931,33.0,15,42055.96,1
12933,342.0,3,607.53,2
12935,151.0,7,2160.7,1
12939,38.0,8,11581.8,1
12942,455.0,3,683.9,2
12944,244.0,2,604.51,0
12947,66.0,6,1603.99,1
12948,31.0,7,2064.95,1
12949,91.0,8,4167.22,1
12950,152.0,3,1843.0,0
12951,221.0,6,1064.07,0
12952,243.0,4,1387.79,0
12955,121.0,11,4757.16,1
12956,192.0,1,108.07,2
12957,188.0,8,4017.54,1
12962,302.0,2,266.39,2
12963,333.0,8,1856.63,1
12965,32.0,1,771.91,0
12967,639.0,2,1660.9,2
12970,302.0,4,452.24,2
12971,10.0,86,11189.91,1
12976,6.0,1,738.6,0
12977,187.0,1,39.239999999999995,2
12980,10.0,9,7374.900000000001,1
12981,61.0,2,372.21999999999997,0
12982,37.0,1,390.54,0
12985,30.0,2,1239.38,0
12989,2.0,15,6924.110000000001,1
12990,122.0,3,409.5,0
12993,33.0,4,414.76,0
12994,33.0,3,974.4200000000001,0
12997,2.0,4,1226.89,0
12999,129.0,3,455.88,0
13000,425.0,3,534.85,2
13001,127.0,13,9818.82,1
13003,34.0,3,149.05,0
13004,71.0,18,5655.91,1
13005,160.0,2,513.7,0
13011,666.0,1,50.550000000000004,2
13012,67.0,8,1661.8400000000001,1
13013,36.0,13,4810.9400000000005,1
13014,153.0,10,3466.2799999999997,1
13015,129.0,5,3346.28,1
13016,125.0,3,789.89,0
13017,302.0,1,204.0,2
13018,91.0,28,7277.7,1
13021,128.0,9,2616.38,1
13023,184.0,2,689.9,0
13026,99.0,5,975.36,0
13027,157.0,6,6912.0,1
13029,91.0,3,1247.5,0
13030,547.0,2,799.48,2
13034,578.0,2,642.77,2
13037,250.0,3,881.07,0
13038,96.0,3,908.46,0
13040,183.0,2,676.99,0
13043,38.0,1,516.42,0
13045,336.0,1,305.28000000000003,2
13046,91.0,2,629.31,0
13047,122.0,10,3237.54,1
13049,184.0,2,656.6800000000001,0
13050,64.0,17,5836.86,1
13052,36.0,1,348.15000000000003,0
13055,67.0,3,1214.41,0
13058,1.0,3,271.40000000000003,0
13059,251.0,1,183.4,2
13062,339.0,1,346.98,2
13064,2.0,4,1119.49,0
13065,698.0,1,205.86,2
13066,153.0,2,470.8,0
13069,3.0,24,4436.12,1
13075,306.0,1,919.61,2
13077,120.0,4,729.27,0
13078,1.0,26,12627.94,1
13079,93.0,5,220.10000000000002,0
13081,61.0,11,28337.38,1
13082,217.0,9,3613.63,1
13083,213.0,2,303.75,0
13085,218.0,2,416.08000000000004,0
13089,7.0,97,58825.83,1
13090,122.0,14,8910.82,1
13091,30.0,1,345.82,0
13092,6.0,5,477.83,0
13093,99.0,8,7832.47,1
13094,39.0,12,1927.3200000000002,1
13097,94.0,10,6010.42,1
13098,34.0,28,28882.44,1
13099,335.0,1,207.35999999999999,2
13102,40.0,24,6424.09,1
13104,182.0,6,1098.48,0
13107,71.0,4,1531.6200000000001,0
13108,667.0,1,350.06,2
13109,31.0,2,786.54,0
13110,122.0,7,1488.67,1
13113,6.0,24,12245.960000000001,1
13115,1.0,4,2294.78,1
13117,64.0,8,984.91,1
13122,185.0,2,922.39,0
13124,32.0,3,3866.33,1
13126,69.0,8,2099.64,1
13130,185.0,1,64.0,2
13131,219.0,3,1073.3,0
13133,38.0,2,109.8,0
13134,96.0,4,1793.58,0
13136,36.0,5,2607.61,1
13137,30.0,8,3650.41,1
13138,667.0,6,962.39,2
13139,128.0,7,5064.94,1
13140,486.0,3,423.72,2
13141,97.0,5,2388.75,1
13144,40.0,1,110.95,0
13145,93.0,4,618.52,0
13147,91.0,4,712.8000000000001,0
13148,61.0,12,3707.12,1
13153,243.0,1,486.22,2
13155,183.0,4,971.76,0
13157,7.0,4,1741.22,1
13158,3.0,4,1201.06,0
13159,333.0,4,1437.85,2
13162,94.0,4,1688.29,0
13166,342.0,1,417.2,2
13167,276.0,4,791.33,2
13168,275.0,4,1319.19,0
13169,154.0,2,712.88,0
13173,213.0,2,353.65,0
13174,578.0,3,2817.03,2
13177,184.0,1,282.45,0
13178,97.0,11,5725.47,1
13183,101.0,9,3957.78,1
13184,34.0,10,1701.29,1
13186,155.0,3,1575.89,0
13187,192.0,1,236.02,0
13192,216.0,2,911.94,0
13193,92.0,1,117.88,0
13198,33.0,6,3401.2400000000002,1
13199,122.0,38,9817.12,1
13200,217.0,4,870.09,0
13203,33.0,4,869.46,0
13207,4.0,2,250.26000000000002,0
13208,1.0,6,1223.9,1
13209,91.0,8,5891.61,1
13210,155.0,1,353.48,0
13211,215.0,3,1197.42,0
13212,92.0,3,788.08,0
13213,96.0,5,1520.58,1
13217,94.0,3,533.98,0
13218,247.0,1,62.63999999999999,2
13220,158.0,4,819.2900000000001,0
13224,34.0,2,2155.95,0
13225,62.0,7,6463.84,1
13226,38.0,1,108.21000000000001,0
13230,60.0,14,2806.97,1
13232,5.0,7,1357.6,1
13233,163.0,2,605.12,0
13235,36.0,1,1031.07,0
13240,246.0,4,663.65,0
13242,67.0,3,270.40000000000003,0
13244,124.0,1,121.74000000000001,0
13248,156.0,2,465.68,0
13249,124.0,3,711.41,0
13253,187.0,2,1030.4,0
13255,698.0,2,399.51,2
13259,92.0,1,292.32,0
13260,92.0,1,557.62,0
13263,6.0,35,7454.07,1
13265,2.0,5,2107.66,1
13266,61.0,12,3834.2599999999998,1
13267,10.0,19,4521.49,1
13268,7.0,11,3214.69,1
13269,2.0,15,5346.2300000000005,1
13270,486.0,1,590.0,2
13271,303.0,1,217.38,2
13272,32.0,2,276.56,0
13276,154.0,2,590.9300000000001,0
13280,94.0,3,814.86,0
13282,281.0,3,1132.14,2
13283,31.0,2,93.66,0
13285,338.0,4,2709.12,2
13291,157.0,1,361.11,0
13292,334.0,2,578.9399999999999,2
13294,251.0,2,873.74,0
13297,276.0,4,2089.85,0
13298,121.0,1,360.0,0
13301,248.0,4,618.09,0
13302,156.0,1,63.75,0
13305,38.0,10,2000.86,1
13307,33.0,1,15.0,0
13309,2.0,5,1456.79,1
13310,29.0,3,1132.03,0
13311,4.0,2,598.57,0
13313,128.0,5,1555.32,1
13314,121.0,3,775.94,0
13316,303.0,4,5977.7300000000005,1
13317,245.0,6,2273.68,1
13318,120.0,3,640.76,0
13319,61.0,26,10845.550000000001,1
13320,67.0,4,1548.7,0
13323,153.0,5,787.85,0
13324,32.0,10,7121.95,1
13327,158.0,8,3627.77,1
13329,122.0,2,789.0,0
13330,124.0,3,1140.93,0
13334,162.0,3,3536.82,1
13338,218.0,1,487.02,0
13340,130.0,7,10736.48,1
13344,161.0,3,2543.72,0
13348,183.0,1,233.76,0
13351,245.0,1,373.94,2
13352,62.0,1,397.97999999999996,0
13355,94.0,1,674.7,0
13359,154.0,1,439.56,0
13362,129.0,4,3090.7400000000002,1
13365,183.0,2,2225.37,0
13368,193.0,2,623.4,0
13369,455.0,1,308.28000000000003,2
13370,639.0,1,754.87,2
13372,32.0,1,378.64,0
13373,62.0,3,3312.25,1
13375,2.0,1,778.65,0
13376,336.0,3,1019.76,2
13379,304.0,3,572.56,2
13381,32.0,6,3639.31,1
13382,252.0,1,222.99,2
13384,91.0,7,4151.93,1
13394,34.0,8,2520.02,1
13395,158.0,1,307.72,0
13396,61.0,2,1360.99,0
13397,96.0,5,1544.13,1
13402,247.0,2,621.23,2
13404,36.0,2,252.49,0
13408,4.0,62,28117.04,1
13410,219.0,5,1003.06,0
13414,218.0,3,1390.5,0
13417,213.0,2,640.83,0
13418,36.0,18,6127.43,1
13419,154.0,1,221.06,0
13422,184.0,1,2626.3,0
13426,32.0,10,3641.32,1
13427,33.0,3,582.6,0
13429,62.0,4,1006.8,0
13431,2.0,2,1269.1,0
13434,246.0,2,534.24,2
13435,217.0,7,3809.8900000000003,1
13436,121.0,1,196.89,0
13437,122.0,7,3408.06,1
13441,93.0,1,296.64,0
13447,183.0,3,1129.14,0
13448,220.0,6,3539.37,1
13450,32.0,6,2043.7199999999998,1
13451,5.0,5,2976.15,1
13455,486.0,2,1058.34,2
13456,154.0,6,1766.72,1
13458,7.0,14,9646.57,1
13460,61.0,2,183.44,0
13461,334.0,3,1445.0,2
13462,341.0,1,151.5,2
13464,1.0,1,674.68,0
13466,127.0,1,307.9,0
13467,275.0,2,1083.71,2
13468,1.0,37,5704.97,1
13470,336.0,2,165.0,2
13471,121.0,4,2531.58,1
13473,40.0,2,422.64,0
13475,189.0,4,1431.78,0
13476,283.0,2,1238.47,2
13477,6.0,6,1454.58,1
13483,215.0,1,140.34,2
13484,7.0,1,313.8,0
13486,157.0,3,1122.41,0
13487,67.0,3,575.4,0
13488,10.0,13,8968.31,1
13489,218.0,4,449.52,0
13491,40.0,10,1215.82,1
13492,97.0,3,1269.84,0
13493,99.0,2,618.63,0
13494,343.0,1,316.26000000000005,2
13495,244.0,5,2044.8700000000001,1
13497,311.0,2,348.05,2
13499,61.0,5,1159.11,0
13500,94.0,3,1166.77,0
13502,69.0,3,292.0,0
13504,184.0,1,295.93,0
13506,578.0,2,458.52,2
13507,182.0,4,2479.16,1
13508,68.0,1,110.97,0
13509,38.0,7,979.72,1
13510,96.0,4,1791.56,0
13513,217.0,1,205.1,2
13515,190.0,4,891.12,0
13517,31.0,3,2128.42,0
13520,1.0,6,3624.35,1
13521,121.0,3,1093.65,0
13522,91.0,1,125.80000000000001,0
13523,183.0,5,3964.88,1
13524,250.0,5,680.1800000000001,0
13525,221.0,2,628.78,0
13527,32.0,7,2287.51,1
13531,486.0,2,483.8,2
13532,183.0,1,210.31,0
13533,66.0,3,270.79,0
13534,131.0,25,5870.08,1
13536,121.0,7,3448.29,1
13538,33.0,7,1280.85,1
13539,284.0,3,631.34,2
13548,68.0,2,682.41,0
13549,4.0,7,918.2,1
13552,125.0,12,3740.07,1
13557,30.0,2,584.06,0
13558,92.0,4,605.06,0
13560,302.0,1,174.37,2
13561,128.0,1,141.85999999999999,0
13562,129.0,3,1799.33,0
13564,546.0,3,1749.02,2
13565,101.0,2,240.22,0
13569,517.0,2,373.75,2
13570,68.0,1,239.49,0
13571,124.0,12,2092.32,1
13575,1.0,5,732.0699999999999,0
13576,61.0,18,6717.34,1
13577,7.0,4,1687.6000000000001,0
13579,578.0,2,467.04,2
13581,284.0,1,118.0,2
13583,157.0,1,781.03,0
13584,192.0,1,142.4,0
13587,154.0,1,712.4,0
13588,30.0,9,2478.95,1
13590,4.0,6,1981.92,1
13591,184.0,3,1117.13,0
13592,67.0,4,247.95999999999998,0
13593,163.0,5,2037.0800000000002,1
13596,243.0,2,697.04,0
13599,7.0,21,5153.67,1
13601,6.0,2,693.32,0
13602,184.0,1,428.89,0
13606,60.0,3,280.53999999999996,0
13610,68.0,7,1131.88,1
13611,32.0,3,1171.8,0
13614,32.0,4,1610.46,0
13617,5.0,3,544.18,0
13623,91.0,5,747.78,0
13626,341.0,1,257.23,2
13627,31.0,5,1638.47,1
13629,91.0,11,7792.36,1
13630,127.0,7,2031.78,1
13631,336.0,11,3070.42,1
13632,68.0,5,2121.27,1
13634,37.0,5,1575.16,1
13635,276.0,1,1071.03,2
13636,94.0,5,949.12,0
13637,219.0,3,810.5,0
13642,128.0,1,354.8,0
13643,122.0,3,519.44,0
13645,33.0,1,252.1,0
13649,486.0,2,346.6,2
13650,2.0,6,1836.34,1
13651,244.0,2,94.2,2
13652,547.0,3,1095.08,2
13654,37.0,6,2707.33,1
13655,7.0,2,932.97,0
13656,193.0,2,379.65,0
13662,36.0,3,897.76,0
13666,62.0,3,84.65,0
13668,37.0,21,6363.59,1
13672,39.0,2,186.39000000000001,0
13673,153.0,2,396.92,0
13675,34.0,2,486.82000000000005,0
13678,34.0,1,232.6,0
13680,121.0,4,3722.42,1
13681,157.0,4,827.83,0
13682,219.0,1,59.5,2
13685,62.0,7,3119.44,1
13686,66.0,1,72.0,0
13689,154.0,1,910.0,0
13690,31.0,1,172.25,0
13692,67.0,3,1488.32,0
13694,67.0,50,65039.62,1
13695,3.0,15,2504.13,1
13697,334.0,1,151.29999999999998,2
13699,157.0,1,308.58000000000004,0
13700,7.0,10,2265.12,1
13704,1.0,9,2308.06,1
13705,302.0,3,711.86,2
13706,70.0,1,330.79,0
13709,182.0,13,6328.05,1
13710,122.0,1,180.48,0
13711,220.0,2,252.06,0
13712,160.0,1,228.84,0
13715,224.0,5,1079.34,0
13717,153.0,6,1445.01,1
13718,160.0,2,306.55,0
13719,183.0,5,1041.68,0
13721,275.0,1,524.14,2
13722,311.0,3,2375.41,2
13723,189.0,1,199.85000000000002,0
13725,162.0,8,1980.56,1
13726,334.0,2,1079.6599999999999,2
13727,30.0,2,333.48,0
13728,275.0,6,1016.14,0
13730,338.0,2,752.6,2
13731,160.0,2,610.59,0
13732,30.0,1,491.86,0
13736,243.0,2,731.9,0
13741,96.0,3,668.4300000000001,0
13742,32.0,12,3131.02,1
13743,2.0,7,1341.6,1
13744,216.0,2,1156.36,0
13747,698.0,1,79.6,2
13748,160.0,5,948.25,0
13750,163.0,5,1647.26,1
13752,97.0,6,1186.28,1
13754,34.0,2,282.59999999999997,0
13755,154.0,9,2161.35,1
13756,62.0,14,5189.52,1
13758,101.0,7,3190.55,1
13759,183.0,2,659.4100000000001,0
13762,220.0,1,306.72,2
13763,154.0,1,1714.96,0
13764,193.0,3,1521.76,0
13767,34.0,37,17220.36,1
13769,94.0,10,2796.51,1
13771,184.0,4,2634.45,1
13772,183.0,3,1132.13,0
13777,90.0,33,25977.16,1
13780,302.0,2,360.01,2
13781,282.0,1,127.84,2
13782,156.0,6,912.0,0
13784,40.0,11,2462.79,1
13786,517.0,1,230.39999999999998,2
13787,425.0,2,309.04,2
13790,213.0,1,348.8,0
13791,247.0,2,1516.0,0
13792,245.0,2,195.55,2
13798,2.0,57,37153.85,1
13800,284.0,1,558.32,2
13801,245.0,1,324.8,2
13802,343.0,3,4599.42,2
13804,91.0,7,2635.79,1
13805,306.0,2,924.6,2
13806,154.0,1,256.38,0
13807,517.0,1,112.6,2
13808,155.0,5,1747.66,1
13809,162.0,1,155.05,0
13810,30.0,3,1499.01,0
13811,96.0,3,814.5,0
13812,184.0,3,539.0,0
13813,32.0,4,1366.8600000000001,0
13814,124.0,2,1579.12,0
13816,184.0,2,571.6700000000001,0
13817,60.0,2,382.98,0
13819,39.0,3,1140.35,0
13822,243.0,2,632.0,0
13823,93.0,2,957.66,0
13824,7.0,5,1698.94,1
13831,220.0,6,2202.99,1
13833,279.0,1,384.8,2
13835,128.0,4,834.57,0
13837,6.0,2,271.24,0
13838,243.0,4,691.73,0
13841,341.0,1,85.0,2
13842,1.0,9,3385.62,1
13845,184.0,1,312.98,0
13846,37.0,3,865.0600000000001,0
13848,124.0,3,1255.0,0
13850,306.0,1,1595.48,2
13851,216.0,3,2651.46,0
13854,2.0,25,8109.5199999999995,1
13856,96.0,3,388.5,0
13860,121.0,5,1245.9,0
13862,40.0,8,2209.36,1
13863,190.0,1,305.78,0
13865,1.0,4,501.56,0
13867,122.0,3,1015.29,0
13868,302.0,2,3192.54,2
13869,125.0,4,3104.95,1
13870,152.0,8,2770.94,1
13871,69.0,13,6403.25,1
13873,3.0,3,389.6,0
13875,39.0,5,1786.79,1
13876,154.0,1,122.7,0
13880,188.0,13,3219.77,1
13881,37.0,20,17159.52,1
13882,91.0,5,1191.13,0
13883,220.0,5,2674.48,1
13884,32.0,5,787.6,0
13885,280.0,2,506.8,2
13888,3.0,2,605.63,0
13889,124.0,1,416.90000000000003,0
13890,121.0,10,1883.8100000000002,1
13892,160.0,4,632.97,0
13894,312.0,3,564.62,2
13895,30.0,4,2593.07,1
13899,69.0,2,388.52,0
13900,95.0,3,740.95,0
13901,248.0,5,2867.2,1
13904,303.0,2,332.64,2
13908,97.0,4,2369.55,1
13911,128.0,9,2580.91,1
13914,275.0,2,626.45,2
13917,339.0,2,272.04,2
13919,31.0,2,384.81,0
13924,121.0,6,1838.8500000000001,1
13925,64.0,4,678.25,0
13928,122.0,4,464.57,0
13931,216.0,2,1237.53,0
13938,244.0,1,71.66,2
13939,343.0,3,568.55,2
13940,184.0,4,839.14,0
13941,32.0,5,5112.96,1
13947,215.0,1,90.6,2
13949,152.0,6,2427.32,1
13950,160.0,4,745.06,0
13952,189.0,2,3251.071,0
13953,69.0,7,3515.68,1
13954,121.0,2,439.92,0
13955,126.0,2,322.96,0
13956,68.0,5,1026.42,0
13959,282.0,3,598.2,2
13962,129.0,2,169.55,0
13963,253.0,4,664.54,0
13969,31.0,18,9053.94,1
13971,31.0,8,2758.26,1
13975,122.0,6,2526.28,1
13980,62.0,1,200.14,0
13982,455.0,4,1871.81,2
13983,1.0,12,2603.43,1
13984,217.0,5,920.51,0
13985,1.0,15,7060.13,1
13989,215.0,2,1266.08,0
13990,67.0,1,311.3,0
13992,91.0,1,76.8,0
13993,32.0,9,3466.36,1
13994,182.0,6,2313.14,1
13995,129.0,5,1393.69,0
13999,30.0,12,3901.81,1
14000,6.0,1,635.66,0
14001,698.0,3,2043.0800000000002,2
14002,187.0,2,529.73,0
14004,246.0,7,4582.64,1
14005,128.0,5,2874.72,1
14006,7.0,3,962.19,0
14012,161.0,1,328.8,0
14013,99.0,3,473.02,0
14016,338.0,4,4341.21,1
14019,305.0,3,1421.61,2
14020,2.0,2,642.8,0
14021,6.0,3,631.9,0
14023,282.0,2,584.07,2
14024,64.0,2,327.7,0
14027,62.0,1,104.82,0
14029,154.0,2,467.66,0
14030,32.0,8,2360.09,1
14031,192.0,19,17286.86,1
14032,7.0,11,2975.59,1
14034,218.0,3,651.8199999999999,0
14035,30.0,5,1428.02,1
14037,425.0,2,147.20000000000002,2
14039,183.0,1,152.2,0
14040,10.0,12,3614.92,1
14044,284.0,4,652.82,2
14045,193.0,4,1659.75,0
14047,163.0,5,1308.6100000000001,0
14048,162.0,1,409.93,0
14049,248.0,4,5681.72,1
14050,122.0,2,746.36,0
14051,31.0,23,15610.390000000001,1
14053,156.0,2,260.25,0
